,Instance, Product/Description, Region, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
2286,d2.4xlarge, Windows, eu-west-1,0,468.8640000000042,396,468.8640000000004,396,0.0
2288,d2.4xlarge, Windows, eu-west-3,0,765.7319166666724,396,765.7319166666667,396,0.0
2648,i3.4xlarge, SUSE Linux, eu-central-1,0,216.3744000000014,396,216.37440000000004,396,0.0
2647,i3.4xlarge, SUSE Linux, ca-central-1,0,90.7655999999998,177,90.76560000000003,177,0.0
2645,i3.4xlarge, SUSE Linux, ap-southeast-1,0,217.3248,396,217.3248,396,0.0
2644,i3.4xlarge, SUSE Linux, ap-south-1,0,95.51359999999987,182,95.51360000000004,182,0.0
2643,i3.4xlarge, SUSE Linux, ap-northeast-2,0,95.97759999999971,178,95.97759999999998,178,0.0
87,t2.medium, SUSE Linux, eu-west-3,0,20.61240000000002,178,20.6124,178,0.0
86,t2.medium, SUSE Linux, eu-west-2,0,20.57680000000005,178,20.5768,178,0.0
2642,i3.4xlarge, SUSE Linux, ap-northeast-1,0,213.5231999999984,396,213.5232,396,0.0
2638,t3.micro, Red Hat Enterprise Linux, us-east-1,0,20.44439999999997,324,20.444399999999995,324,0.0
85,t2.medium, SUSE Linux, eu-west-1,0,45.540000000000035,396,45.54000000000002,396,0.0
12666,r5n.4xlarge, SUSE Linux, us-west-2,0,82.54402619047629,204,82.54402619047622,204,0.0
84,t2.medium, SUSE Linux, eu-central-1,0,45.97560000000025,396,45.97560000000001,396,0.0
2636,t3.micro, Red Hat Enterprise Linux, eu-west-3,0,21.499383333333363,322,21.49938333333333,322,0.0
2635,t3.micro, Red Hat Enterprise Linux, eu-west-2,0,20.079191666666688,316,20.079191666666667,316,0.0
2634,t3.micro, Red Hat Enterprise Linux, eu-west-1,0,20.478200000000047,323,20.478199999999994,323,0.0
2632,t3.micro, Red Hat Enterprise Linux, eu-central-1,0,20.542799999999982,323,20.542800000000007,323,0.0
2631,t3.micro, Red Hat Enterprise Linux, ca-central-1,0,20.066000000000024,316,20.06599999999999,316,0.0
220,t2.medium, Windows, eu-central-1,0,13.503600000000025,396,13.503600000000004,396,0.0
3102,r5.metal, Linux/UNIX, eu-north-1,0,380.5560000000032,396,380.55599999999987,396,0.0
3736,i3.large, Linux/UNIX, ap-southeast-1,0,22.215600000000162,396,22.21560000000001,396,0.0
11857,g4dn.4xlarge, SUSE Linux, ap-southeast-2,0,116.39007916666657,197,116.39007916666664,197,0.0
3556,i3en.24xlarge, Linux/UNIX, eu-west-2,0,862.6089166666644,228,862.6089166666662,228,0.0
305,d2.8xlarge, SUSE Linux, eu-central-1,0,794.2175999999954,396,794.2176000000003,396,0.0
304,d2.8xlarge, SUSE Linux, ca-central-1,0,340.1232000000012,177,340.1231999999999,177,0.0
303,d2.8xlarge, SUSE Linux, ap-southeast-2,0,866.4479999999962,396,866.4480000000003,396,0.0
301,d2.8xlarge, SUSE Linux, ap-south-1,0,379.21519999999884,182,379.2151999999999,182,0.0
300,d2.8xlarge, SUSE Linux, ap-northeast-2,0,378.3568000000008,178,378.35679999999985,178,0.0
3553,i3en.24xlarge, Linux/UNIX, ca-central-1,0,586.5886375000017,143,586.5886375,143,0.0
11848,z1d.large, SUSE Linux, eu-west-2,0,26.376291666666788,179,26.37629166666666,179,0.0
3552,i3en.24xlarge, Linux/UNIX, ap-southeast-2,0,888.3045583333279,228,888.3045583333335,228,0.0
3550,i3en.24xlarge, Linux/UNIX, ap-south-1,0,295.43952083333306,80,295.43952083333335,80,0.0
11854,g4dn.4xlarge, SUSE Linux, ap-northeast-2,0,101.4312333333335,178,101.43123333333335,178,0.0
3547,r4.xlarge, Linux/UNIX, us-west-2,0,26.87117916666658,396,26.871179166666664,396,0.0
3541,r4.xlarge, Linux/UNIX, eu-west-2,0,26.056799999999857,396,26.056800000000006,396,0.0
299,d2.8xlarge, SUSE Linux, ap-northeast-1,0,841.7375999999962,396,841.7375999999996,396,0.0
295,m4.large, Windows, us-east-1,0,49.26240000000034,396,49.26240000000002,396,0.0
2123,t2.large, SUSE Linux, eu-west-2,0,23.574299999999948,179,23.574299999999994,179,0.0
11860,g4dn.4xlarge, SUSE Linux, eu-north-1,0,90.51888333333349,178,90.51888333333332,178,0.0
11861,g4dn.4xlarge, SUSE Linux, eu-west-1,0,117.23665952380944,224,117.23665952380951,224,0.0
11862,g4dn.4xlarge, SUSE Linux, eu-west-2,0,97.56559999999979,178,97.5656,178,0.0
298,m4.large, Windows, us-west-2,0,49.18320000000005,396,49.18320000000003,396,0.0
2124,t2.large, SUSE Linux, eu-west-3,0,23.442599999999953,178,23.44259999999999,178,0.0
3524,i3en.3xlarge, Windows, eu-central-1,0,341.50200000000194,329,341.50200000000007,329,0.0
11866,g4dn.4xlarge, SUSE Linux, us-east-2,0,88.20506666666685,182,88.20506666666668,182,0.0
3523,i3en.3xlarge, Windows, ca-central-1,0,169.33929166666678,143,169.3392916666666,143,0.0
2125,t2.large, SUSE Linux, sa-east-1,0,57.26159999999954,396,57.261600000000016,396,0.0
3519,i3en.3xlarge, Windows, ap-northeast-2,0,305.9701124999998,297,305.9701124999998,297,0.0
11870,g4dn.16xlarge, SUSE Linux, ap-northeast-2,0,308.1647833333332,178,308.16478333333333,178,0.0
296,m4.large, Windows, us-east-2,0,43.955999999999825,396,43.956,396,0.0
11840,a1.xlarge, Windows, ap-southeast-1,0,35.037262500000004,162,35.0372625,162,0.0
2119,t2.large, SUSE Linux, ap-southeast-2,0,53.459999999999845,396,53.45999999999998,396,0.0
11837,t3a.xlarge, SUSE Linux, us-east-2,0,28.543616666666754,182,28.54361666666668,182,0.0
2117,t2.large, SUSE Linux, ap-south-1,0,23.623599999999946,182,23.623599999999985,182,0.0
3582,i3en.24xlarge, Red Hat Enterprise Linux, ap-southeast-2,0,917.944558333338,228,917.9445583333328,228,0.0
2110,r5n.large, Red Hat Enterprise Linux, eu-central-1,1,19.71199083333334,204,19.71199083333334,204,0.0
11804,a1.xlarge, SUSE Linux, ap-northeast-1,0,35.51960000000003,248,35.51960000000001,248,0.0
11805,a1.xlarge, SUSE Linux, ap-south-1,0,25.93083333333341,182,25.930833333333307,182,0.0
3580,i3en.24xlarge, Red Hat Enterprise Linux, ap-south-1,0,305.8395208333337,80,305.8395208333332,80,0.0
11808,a1.xlarge, SUSE Linux, eu-central-1,0,35.64838750000001,248,35.64838749999997,248,0.0
11809,a1.xlarge, SUSE Linux, eu-west-1,0,56.025725000000016,396,56.025725,396,0.0
11811,a1.xlarge, SUSE Linux, us-east-2,0,23.932195833333346,182,23.932195833333324,182,0.0
3575,i3en.24xlarge, Windows, us-east-2,0,2523.5615999999923,329,2523.5616,329,0.0
11814,c5n.metal, SUSE Linux, ap-northeast-2,0,278.34561666666673,178,278.3456166666667,178,0.0
11815,c5n.metal, SUSE Linux, ap-south-1,0,275.8583833333329,182,275.85838333333334,182,0.0
309,d2.8xlarge, SUSE Linux, eu-west-3,0,347.5984000000008,178,347.59840000000014,178,0.0
307,d2.8xlarge, SUSE Linux, eu-west-1,0,738.144000000001,396,738.1439999999999,396,0.0
306,d2.8xlarge, SUSE Linux, eu-north-1,0,323.08640000000014,182,323.0863999999998,182,0.0
3568,i3en.24xlarge, Windows, ca-central-1,0,1215.9543666666666,143,1215.954366666666,143,0.0
2115,t2.large, SUSE Linux, ap-northeast-1,0,54.05399999999986,396,54.053999999999995,396,0.0
11822,c5n.metal, SUSE Linux, us-east-2,0,188.47248333333312,182,188.4724833333334,182,0.0
11824,c5n.metal, SUSE Linux, us-west-2,0,441.30061630434784,266,441.30061630434767,266,0.0
11825,t3a.xlarge, SUSE Linux, ap-northeast-1,0,47.696170833333426,287,47.69617083333334,287,0.0
11826,t3a.xlarge, SUSE Linux, ap-northeast-2,0,30.216050000000052,179,30.21605000000001,179,0.0
11828,t3a.xlarge, SUSE Linux, ap-southeast-1,0,60.60624166666683,372,60.606241666666676,372,0.0
3565,i3en.24xlarge, Windows, ap-south-1,0,648.7047583333341,80,648.7047583333335,80,0.0
11830,t3a.xlarge, SUSE Linux, ca-central-1,0,28.881341666666717,178,28.88134166666668,178,0.0
2116,t2.large, SUSE Linux, ap-northeast-2,0,24.09197916666667,178,24.091979166666665,178,0.0
3560,i3en.24xlarge, Linux/UNIX, us-east-2,0,1070.6976000000038,329,1070.6976,329,0.0
11833,t3a.xlarge, SUSE Linux, eu-west-2,0,29.154041666666533,178,29.154041666666664,178,0.0
11834,t3a.xlarge, SUSE Linux, eu-west-3,0,29.1332083333332,178,29.13320833333333,178,0.0
11872,g4dn.16xlarge, SUSE Linux, ap-southeast-1,0,383.7385541666664,197,383.7385541666666,197,0.0
294,m4.large, Windows, sa-east-1,0,52.05511249999979,396,52.05511250000001,396,0.0
3583,i3en.24xlarge, Red Hat Enterprise Linux, ca-central-1,0,605.1786375000012,143,605.1786375000001,143,0.0
3439,r4.large, SUSE Linux, ap-northeast-1,0,53.468016666666365,396,53.468016666666664,396,0.0
3479,t3.medium, SUSE Linux, eu-west-2,0,16.96984999999999,178,16.969849999999994,178,0.0
3477,t3.medium, SUSE Linux, eu-north-1,0,17.206708333333385,182,17.206708333333335,182,0.0
11915,t3a.nano, SUSE Linux, eu-central-1,0,19.85499855072464,287,19.854998550724627,287,0.0
3475,t3.medium, SUSE Linux, ca-central-1,0,16.93975833333332,177,16.939758333333334,177,0.0
3473,t3.medium, SUSE Linux, ap-southeast-1,0,42.3803416666668,396,42.38034166666665,396,0.0
3472,t3.medium, SUSE Linux, ap-south-1,0,17.274883333333314,182,17.274883333333328,182,0.0
3470,t3.medium, SUSE Linux, ap-northeast-1,0,42.85584166666696,396,42.855841666666656,396,0.0
3467,i3.xlarge, SUSE Linux, us-east-2,0,35.23520000000005,182,35.2352,182,0.0
3464,i3.xlarge, SUSE Linux, eu-west-3,0,37.130799999999994,178,37.130800000000015,178,0.0
3463,i3.xlarge, SUSE Linux, eu-west-2,0,37.130799999999994,178,37.130800000000015,178,0.0
3461,i3.xlarge, SUSE Linux, eu-north-1,0,35.99960000000012,182,35.99960000000001,182,0.0
3455,i3.xlarge, SUSE Linux, ap-northeast-2,0,37.34440000000011,178,37.34439999999999,178,0.0
3440,r4.large, SUSE Linux, ap-northeast-2,0,23.389199999999928,178,23.3892,178,0.0
3438,r4.large, Windows, us-west-2,0,49.77720000000008,396,49.77720000000003,396,0.0
293,m4.large, Windows, eu-west-2,0,48.86639999999958,396,48.8664,396,0.0
3436,r4.large, Windows, us-east-2,0,44.31239999999968,396,44.31239999999997,396,0.0
3435,r4.large, Windows, us-east-1,0,49.85640000000036,396,49.856400000000036,396,0.0
286,m4.large, Windows, ap-northeast-2,0,48.31199999999996,396,48.31199999999996,396,0.0
3433,r4.large, Windows, eu-west-3,0,48.98519999999985,396,48.98519999999998,396,0.0
3432,r4.large, Windows, eu-west-2,0,49.46039999999958,396,49.46039999999998,396,0.0
285,m4.large, Windows, ap-northeast-1,0,49.61880000000028,396,49.61880000000001,396,0.0
3431,r4.large, Windows, eu-west-1,0,50.68800000000004,396,50.68800000000004,396,0.0
3430,r4.large, Windows, eu-central-1,0,50.173199999999845,396,50.17320000000001,396,0.0
3429,r4.large, Windows, ca-central-1,0,48.43080000000021,396,48.43080000000002,396,0.0
3427,r4.large, Windows, ap-southeast-1,0,49.3416000000002,396,49.34160000000001,396,0.0
3424,r4.large, Windows, ap-northeast-1,0,50.25239999999972,396,50.2524,396,0.0
3423,i3en.12xlarge, Red Hat Enterprise Linux, us-west-2,0,565.8184000000027,322,565.8184000000002,322,0.0
11941,g4dn.8xlarge, SUSE Linux, ap-northeast-2,0,165.30388333333389,178,165.30388333333323,178,0.0
11910,t3a.nano, SUSE Linux, ap-northeast-2,0,9.05789999999994,178,9.057899999999997,178,0.0
3480,t3.medium, SUSE Linux, eu-west-3,0,16.957516666666653,178,16.957516666666667,178,0.0
288,m4.large, Windows, ap-southeast-1,0,48.74760000000028,396,48.74760000000001,396,0.0
3481,t3.medium, SUSE Linux, sa-east-1,0,44.23065833333313,396,44.23065833333335,396,0.0
292,m4.large, Windows, eu-west-1,0,50.054399999999596,396,50.0544,396,0.0
3518,i3en.3xlarge, Windows, ap-northeast-1,0,339.1331999999998,329,339.1331999999998,329,0.0
11878,g4dn.16xlarge, SUSE Linux, eu-west-2,0,294.23780000000056,178,294.2378,178,0.0
291,m4.large, Windows, eu-central-1,0,49.57919999999986,396,49.5792,396,0.0
11880,g4dn.16xlarge, SUSE Linux, sa-east-1,0,416.6640916666668,178,416.6640916666668,178,0.0
3514,t3.large, Windows, us-east-1,0,20.85018333333347,396,20.850183333333327,396,0.0
11882,g4dn.16xlarge, SUSE Linux, us-east-2,0,260.07961666666733,182,260.07961666666665,182,0.0
3509,t3.large, Windows, eu-north-1,0,21.185999999999893,396,21.186,396,0.0
3507,t3.large, Windows, ca-central-1,0,21.91710833333329,396,21.91710833333333,396,0.0
11885,c5n.18xlarge, SUSE Linux, ap-northeast-1,0,453.3253499999983,346,453.32534999999984,346,0.0
11886,c5n.18xlarge, SUSE Linux, ap-northeast-2,0,214.33681666666718,178,214.3368166666666,178,0.0
11887,c5n.18xlarge, SUSE Linux, ap-south-1,0,212.6144833333325,182,212.61448333333342,182,0.0
11888,c5n.18xlarge, SUSE Linux, ap-southeast-1,0,347.87671666666876,281,347.87671666666665,281,0.0
11890,c5n.18xlarge, SUSE Linux, ca-central-1,0,206.2674333333329,177,206.26743333333332,177,0.0
290,m4.large, Windows, ca-central-1,0,47.876399999999755,396,47.87639999999999,396,0.0
3505,t3.large, Windows, ap-southeast-1,0,23.44178333333345,396,23.44178333333333,396,0.0
3504,t3.large, Windows, ap-south-1,0,21.582000000000214,396,21.581999999999997,396,0.0
3499,i3.xlarge, Red Hat Enterprise Linux, us-east-2,0,49.30559999999983,321,49.3056,321,0.0
3496,i3.xlarge, Red Hat Enterprise Linux, eu-west-3,0,54.28919999999983,322,54.28920000000002,322,0.0
3495,i3.xlarge, Red Hat Enterprise Linux, eu-west-2,0,53.27759999999985,316,53.27760000000002,316,0.0
11898,c5n.2xlarge, SUSE Linux, ap-northeast-2,0,43.68595,178,43.68594999999999,178,0.0
3493,i3.xlarge, Red Hat Enterprise Linux, eu-north-1,0,50.81160000000038,322,50.811599999999984,322,0.0
3487,i3.xlarge, Red Hat Enterprise Linux, ap-northeast-2,0,53.826600000000184,317,53.82659999999999,317,0.0
11902,c5n.2xlarge, SUSE Linux, ca-central-1,0,42.513283333333256,177,42.51328333333335,177,0.0
289,m4.large, Windows, ap-southeast-2,0,50.09400000000002,396,50.09400000000002,396,0.0
3483,t3.medium, SUSE Linux, us-east-2,0,17.32537500000003,182,17.325374999999994,182,0.0
3482,t3.medium, SUSE Linux, us-east-1,0,41.4281249999999,396,41.428125,396,0.0
310,d2.8xlarge, SUSE Linux, us-east-1,0,695.3759999999928,396,695.3760000000001,396,0.0
3585,i3en.24xlarge, Red Hat Enterprise Linux, eu-west-1,0,1204.7900000000045,323,1204.79,323,0.0
3103,r5.metal, Linux/UNIX, eu-west-1,0,478.8827999999985,396,478.88279999999975,396,0.0
3684,i3.large, Red Hat Enterprise Linux, us-west-2,0,34.069199999999945,319,34.069199999999995,319,0.0
3698,i3.large, SUSE Linux, us-east-2,0,26.717599999999948,182,26.71759999999999,182,0.0
322,t2.medium, Linux/UNIX, eu-west-2,0,6.177600000000018,396,6.1776,396,0.0
3695,i3.large, SUSE Linux, eu-west-3,0,27.46539999999991,178,27.46540000000001,178,0.0
11692,m5a.xlarge, SUSE Linux, ap-northeast-2,0,31.258699999999944,178,31.2587,178,0.0
3694,i3.large, SUSE Linux, eu-west-2,0,27.46539999999991,178,27.46540000000001,178,0.0
3693,i3.large, SUSE Linux, eu-west-1,0,60.03360000000021,396,60.033600000000035,396,0.0
3692,i3.large, SUSE Linux, eu-north-1,0,27.248700000000053,183,27.248699999999975,183,0.0
11696,m5a.xlarge, SUSE Linux, ca-central-1,0,30.6178583333334,177,30.61785833333333,177,0.0
321,t2.medium, Linux/UNIX, eu-west-1,0,5.939999999999969,396,5.940000000000004,396,0.0
3688,i3.large, SUSE Linux, ap-southeast-1,0,61.81560000000029,396,61.81559999999996,396,0.0
10547,c5.xlarge, Red Hat Enterprise Linux, eu-north-1,0,36.9012,322,36.90119999999999,322,0.0
320,t2.medium, Linux/UNIX, eu-central-1,0,6.375599999999942,396,6.3756,396,0.0
3685,i3.large, SUSE Linux, ap-northeast-1,0,61.340399999999704,396,61.34040000000002,396,0.0
3682,i3.large, Red Hat Enterprise Linux, us-east-2,0,33.962399999999946,318,33.96239999999999,318,0.0
11723,c5n.large, SUSE Linux, ap-northeast-2,0,19.799208333333347,178,19.79920833333333,178,0.0
3679,i3.large, Red Hat Enterprise Linux, eu-west-3,0,36.804600000000015,322,36.804600000000015,322,0.0
11706,r5.large, SUSE Linux, ap-northeast-1,0,50.87773333333376,396,50.87773333333334,396,0.0
3678,i3.large, Red Hat Enterprise Linux, eu-west-2,0,36.118800000000014,316,36.118800000000014,316,0.0
3677,i3.large, Red Hat Enterprise Linux, eu-west-1,0,36.15839999999995,324,36.1584,324,0.0
3676,i3.large, Red Hat Enterprise Linux, eu-north-1,0,35.17469999999975,323,35.1747,323,0.0
3672,i3.large, Red Hat Enterprise Linux, ap-southeast-1,0,37.73250000000004,325,37.7325,325,0.0
3670,i3.large, Red Hat Enterprise Linux, ap-northeast-2,0,36.42329999999981,317,36.4233,317,0.0
3669,i3.large, Red Hat Enterprise Linux, ap-northeast-1,0,36.42329999999981,317,36.4233,317,0.0
3662,r5.metal, SUSE Linux, eu-west-2,0,317.61753333333286,178,317.61753333333337,178,0.0
3661,r5.metal, SUSE Linux, eu-west-1,0,523.1328000000025,396,523.1328000000002,396,0.0
3660,r5.metal, SUSE Linux, eu-north-1,0,197.62908333333303,182,197.6290833333334,182,0.0
3659,r5.metal, SUSE Linux, eu-central-1,0,506.3882499999997,396,506.38825,396,0.0
3658,r5.metal, SUSE Linux, ca-central-1,0,292.22383333333266,177,292.22383333333335,177,0.0
3700,i3.large, SUSE Linux, us-west-2,0,58.132799999999726,396,58.13279999999996,396,0.0
3703,t3.medium, Windows, ap-south-1,0,12.592800000000027,396,12.592800000000004,396,0.0
323,t2.medium, Linux/UNIX, eu-west-3,0,6.2567999999999495,396,6.2568,396,0.0
11684,r5ad.xlarge, SUSE Linux, eu-west-2,0,32.36959166666659,178,32.36959166666665,178,0.0
3734,i3.large, Linux/UNIX, ap-northeast-2,0,21.740399999999987,396,21.740399999999987,396,0.0
3733,i3.large, Linux/UNIX, ap-northeast-1,0,21.740399999999987,396,21.740399999999987,396,0.0
11656,r5dn.12xlarge, SUSE Linux, eu-west-1,0,210.5117083333345,204,210.51170833333333,204,0.0
3732,i3.large, Windows, us-west-2,0,54.96480000000052,396,54.9648,396,0.0
11658,r5dn.12xlarge, SUSE Linux, us-east-2,0,113.78440000000045,182,113.78439999999996,182,0.0
11659,r5dn.12xlarge, SUSE Linux, us-west-2,0,198.54668988095204,204,198.54668988095239,204,0.0
3730,i3.large, Windows, us-east-2,0,54.96480000000052,396,54.9648,396,0.0
11661,r5d.xlarge, SUSE Linux, ap-northeast-2,0,31.963808333333283,179,31.963808333333343,179,0.0
3727,i3.large, Windows, eu-west-3,0,57.934799999999406,396,57.93480000000003,396,0.0
3726,i3.large, Windows, eu-west-2,0,57.934799999999406,396,57.93480000000003,396,0.0
3725,i3.large, Windows, eu-west-1,0,56.86559999999977,396,56.865600000000036,396,0.0
3724,i3.large, Windows, eu-north-1,0,55.79640000000018,396,55.79639999999999,396,0.0
3723,i3.large, Windows, eu-central-1,0,58.52879999999942,396,58.528800000000025,396,0.0
11667,r5d.xlarge, SUSE Linux, eu-north-1,0,31.404866666666532,182,31.40486666666665,182,0.0
3720,i3.large, Windows, ap-southeast-1,0,58.64759999999983,396,58.64759999999997,396,0.0
11669,r5d.xlarge, SUSE Linux, eu-west-2,0,32.35500833333325,178,32.35500833333332,178,0.0
11670,r5d.xlarge, SUSE Linux, eu-west-3,0,31.930933333333424,178,31.930933333333343,178,0.0
3719,i3.large, Windows, ap-south-1,0,57.45959999999979,396,57.459600000000016,396,0.0
3718,i3.large, Windows, ap-northeast-2,0,58.17240000000027,396,58.17240000000001,396,0.0
3717,i3.large, Windows, ap-northeast-1,0,58.17240000000027,396,58.17240000000001,396,0.0
3712,t3.medium, Windows, sa-east-1,0,15.272733333333434,396,15.272733333333326,396,0.0
3708,t3.medium, Windows, eu-north-1,0,12.434399999999915,396,12.434399999999995,396,0.0
11677,r5ad.xlarge, SUSE Linux, ap-northeast-2,0,31.797908333333282,178,31.79790833333334,178,0.0
3706,t3.medium, Windows, ca-central-1,0,12.772441666666609,396,12.772441666666667,396,0.0
324,t2.medium, Linux/UNIX, sa-east-1,0,8.830800000000059,396,8.830799999999996,396,0.0
11681,r5ad.xlarge, SUSE Linux, ca-central-1,0,31.124908333333433,177,31.124908333333348,177,0.0
3705,t3.medium, Windows, ap-southeast-2,0,13.513083333333386,396,13.513083333333334,396,0.0
2079,r5n.large, Windows, ap-northeast-1,0,24.43399999999993,190,24.434000000000008,190,0.0
3655,r5.metal, SUSE Linux, ap-south-1,0,208.38374999999928,182,208.3837500000001,182,0.0
11797,c5n.9xlarge, SUSE Linux, ca-central-1,0,114.13996666666661,177,114.13996666666672,177,0.0
315,t2.medium, Linux/UNIX, ap-northeast-2,0,6.850799999999957,396,6.850799999999998,396,0.0
3605,i3en.24xlarge, SUSE Linux, us-east-2,0,614.7987166666674,182,614.7987166666667,182,0.0
2102,r5n.large, Linux/UNIX, ap-southeast-1,0,7.008659523809524,204,7.008659523809524,204,0.0
11766,t3a.medium, SUSE Linux, ca-central-1,0,16.725875000000013,177,16.725874999999995,177,0.0
3601,i3en.24xlarge, SUSE Linux, eu-west-2,0,696.4736833333328,178,696.4736833333337,178,0.0
11769,t3a.medium, SUSE Linux, eu-west-2,0,16.74069166666661,178,16.74069166666667,178,0.0
3598,i3en.24xlarge, SUSE Linux, ca-central-1,0,605.2365541666662,143,605.2365541666667,143,0.0
3597,i3en.24xlarge, SUSE Linux, ap-southeast-2,0,915.4295583333372,228,915.4295583333333,228,0.0
11773,t3a.medium, SUSE Linux, us-east-2,0,17.22135833333329,183,17.221358333333335,183,0.0
3595,i3en.24xlarge, SUSE Linux, ap-south-1,0,307.4395208333331,80,307.4395208333335,80,0.0
3594,i3en.24xlarge, SUSE Linux, ap-northeast-2,0,704.163283333334,178,704.1632833333334,178,0.0
11777,g4dn.12xlarge, SUSE Linux, ap-northeast-2,0,279.2795500000003,178,279.27955,178,0.0
11779,g4dn.12xlarge, SUSE Linux, ap-southeast-1,0,347.4300833333324,197,347.4300833333335,197,0.0
3592,i3en.24xlarge, Red Hat Enterprise Linux, us-west-2,0,1076.239200000005,318,1076.2392000000002,318,0.0
11782,g4dn.12xlarge, SUSE Linux, eu-central-1,0,355.49990000000093,224,355.4999,224,0.0
3654,r5.metal, SUSE Linux, ap-northeast-2,0,303.94618333333284,178,303.9461833333333,178,0.0
314,t2.medium, Linux/UNIX, ap-northeast-1,0,7.207200000000062,396,7.2071999999999985,396,0.0
3590,i3en.24xlarge, Red Hat Enterprise Linux, us-east-2,0,1076.239200000005,318,1076.2392000000002,318,0.0
11785,g4dn.12xlarge, SUSE Linux, eu-west-2,0,268.2161500000001,179,268.21615,179,0.0
313,d2.8xlarge, SUSE Linux, us-west-2,0,695.3759999999928,396,695.3760000000001,396,0.0
11787,g4dn.12xlarge, SUSE Linux, sa-east-1,0,376.61500416666655,178,376.6150041666667,178,0.0
3589,i3en.24xlarge, Red Hat Enterprise Linux, us-east-1,0,1096.5456000000045,324,1096.5456,324,0.0
2108,r5n.large, Red Hat Enterprise Linux, ap-northeast-1,0,18.35399999999999,190,18.354000000000006,190,0.0
2109,r5n.large, Red Hat Enterprise Linux, ap-southeast-1,0,19.248659523809568,204,19.24865952380953,204,0.0
311,d2.8xlarge, SUSE Linux, us-east-2,0,319.5919999999989,182,319.592,182,0.0
3586,i3en.24xlarge, Red Hat Enterprise Linux, eu-west-2,0,892.2489166666637,228,892.2489166666664,228,0.0
11793,c5n.9xlarge, SUSE Linux, ap-northeast-2,0,118.35278333333383,178,118.35278333333328,178,0.0
11794,c5n.9xlarge, SUSE Linux, ap-south-1,0,117.65619999999987,182,117.6562,182,0.0
11795,c5n.9xlarge, SUSE Linux, ap-southeast-1,0,190.3573916666669,281,190.35739166666667,281,0.0
11762,t3a.medium, SUSE Linux, ap-northeast-2,0,16.92191666666669,178,16.921916666666664,178,0.0
11761,t3a.medium, SUSE Linux, ap-northeast-1,0,29.710574999999896,287,29.71057500000001,287,0.0
2101,r5n.large, Linux/UNIX, ap-northeast-1,0,6.953999999999994,190,6.953999999999996,190,0.0
2098,t3a.micro, SUSE Linux, us-east-2,0,10.299900000000065,183,10.2999,183,0.0
3653,r5.metal, SUSE Linux, ap-northeast-1,0,643.0037033333352,344,643.0037033333333,344,0.0
11727,c5n.large, SUSE Linux, ca-central-1,0,19.622508333333315,177,19.62250833333333,177,0.0
2084,r5n.large, Windows, us-east-2,0,23.03907583333329,204,23.03907583333333,204,0.0
2086,t3a.micro, SUSE Linux, ap-northeast-1,0,21.090333333333184,287,21.09033333333332,287,0.0
2087,t3a.micro, SUSE Linux, ap-northeast-2,0,9.31466666666675,178,9.314666666666662,178,0.0
3638,i3en.12xlarge, Windows, ap-northeast-1,0,1356.5327999999993,329,1356.5327999999993,329,0.0
3635,i3en.2xlarge, Linux/UNIX, us-east-2,0,89.22479999999945,329,89.22480000000002,329,0.0
319,t2.medium, Linux/UNIX, ca-central-1,0,6.098399999999965,396,6.0984000000000025,396,0.0
11735,z1d.12xlarge, SUSE Linux, ap-northeast-2,0,310.7079166666667,178,310.7079166666666,178,0.0
11736,z1d.12xlarge, SUSE Linux, ap-south-1,0,340.1341458333332,182,340.1341458333334,182,0.0
318,t2.medium, Linux/UNIX, ap-southeast-2,0,6.930000000000023,396,6.930000000000005,396,0.0
3633,i3en.2xlarge, Linux/UNIX, sa-east-1,0,172.65392499999982,143,172.65392500000004,143,0.0
11740,z1d.12xlarge, SUSE Linux, eu-west-1,0,637.255850000001,396,637.25585,396,0.0
11741,z1d.12xlarge, SUSE Linux, eu-west-2,0,303.9094499999997,178,303.90944999999994,178,0.0
317,t2.medium, Linux/UNIX, ap-southeast-1,0,6.930000000000023,396,6.930000000000005,396,0.0
11743,z1d.12xlarge, SUSE Linux, us-east-2,0,266.2260666666674,182,266.22606666666667,182,0.0
2091,t3a.micro, SUSE Linux, ca-central-1,0,9.577866666666663,177,9.577866666666663,177,0.0
3631,i3en.2xlarge, Linux/UNIX, eu-west-2,0,71.86207083333377,228,71.86207083333333,228,0.0
11747,t3a.small, SUSE Linux, ap-northeast-2,0,12.902750000000026,179,12.90275,179,0.0
2094,t3a.micro, SUSE Linux, eu-west-2,0,9.30709999999997,178,9.307099999999998,178,0.0
11751,t3a.small, SUSE Linux, ca-central-1,0,12.814975,177,12.814975000000004,177,0.0
2095,t3a.micro, SUSE Linux, eu-west-3,0,9.261266666666636,178,9.261266666666664,178,0.0
2096,t3a.micro, SUSE Linux, sa-east-1,0,11.648350757575756,198,11.648350757575756,198,0.0
11754,t3a.small, SUSE Linux, eu-west-2,0,12.688949999999991,178,12.688950000000002,178,0.0
3620,i3en.2xlarge, Red Hat Enterprise Linux, us-east-2,0,129.18640000000062,322,129.18640000000005,322,0.0
3618,i3en.2xlarge, Red Hat Enterprise Linux, sa-east-1,0,191.2439249999996,143,191.243925,143,0.0
3615,i3en.2xlarge, Red Hat Enterprise Linux, eu-west-1,0,138.89000000000115,323,138.88999999999993,323,0.0
